ID,Frequency (GHz),W1 (mm),L1 (mm),D1 (mm),W2 (mm),L2 (mm),S1,S2
1124,0.8357,0.9275,13.8559,0.914,4.4805,11.6999,119.40438,983.43475
1125,1.6933,0.2596,18.6343,0.861,4.1279,8.4892,113.05255,1009.1999
1126,2.9517,1.122,10.9132,0.7351,1.6209,3.2714,11.904657,157.4254
1127,2.6133,3.4349,1.7615,0.9747,0.1662,14.5906,37.751053,197.89607
1128,2.736,0.8298,0.6061,0.1475,1.6822,4.2862,13.460382,-23.15795
1129,1.1049,3.5876,4.2275,1.9825,3.9384,9.7544,92.58304,631.99005
1130,3.7676,3.7035,11.5859,0.3074,1.5483,5.7361,9.167969,146.65562
1131,3.5795,2.8233,14.708,1.9935,2.8459,4.9621,74.44595,692.88763
1132,4.8802,3.9066,7.338,0.7036,3.6524,4.3613,80.73732,624.6291
1133,4.7534,2.7535,10.5901,1.5983,3.4135,13.4791,81.50069,655.3309
1134,1.6961,3.5043,8.082,1.7686,3.8354,18.1665,78.52455,548.53705
1135,4.9556,0.1339,8.8589,1.0115,1.4284,18.9955,39.172585,289.95502
1136,4.3704,4.2995,13.2459,1.342,3.9532,9.6388,102.93208,861.1635
1137,4.1839,1.6959,3.8658,0.2747,4.674,2.579,104.39004,710.83673
1138,4.8349,3.8355,5.5245,0.1211,0.8396,17.8962,24.273584,145.58058
1139,2.5413,4.1271,3.9479,1.1575,3.2924,1.4831,62.2537,416.69843
1140,3.4189,3.2786,18.3573,0.4836,3.7725,6.769,95.025116,878.4156
1141,2.4683,0.5745,11.7605,0.6385,4.6309,1.8068,123.21668,1000.13165
1142,3.2657,4.4445,18.6661,1.1707,3.066,19.9957,70.47898,617.77277
1143,4.6053,1.5831,15.0902,0.782,0.4902,5.37,-2.4784217,55.36157
1144,2.0584,3.5548,18.2685,0.4119,1.6588,7.1932,25.285263,334.52228
1145,4.9114,1.564,18.4992,0.5372,0.7924,13.8181,34.748955,394.35745
1146,4.8876,3.9898,3.5503,0.7321,3.1044,9.6994,51.769665,330.9121
1147,2.2335,4.3702,9.6779,1.5337,4.0406,5.4654,104.519226,834.00323
1148,2.4465,0.2478,0.5908,0.6651,1.4873,2.4719,24.63044,12.696715
1149,4.9441,0.5873,12.7563,1.892,2.6832,4.546,67.692444,621.2841
1150,3.2887,3.1715,17.7378,0.2008,3.8851,6.8071,96.35614,881.2437
1151,3.2891,4.4892,7.9119,1.662,2.3666,15.1908,39.26176,296.5238
1152,3.0571,3.015,7.426,1.5953,2.8845,2.7432,62.13665,492.7881
1153,1.7994,2.5116,11.0388,0.1766,1.3808,4.4094,1.7360159,72.64969
1154,1.4646,0.3663,7.4762,1.6653,2.98,14.4607,64.32159,481.26633
1155,2.9349,0.695,12.2734,0.8909,2.1692,6.4031,38.9972,395.5736
1156,1.673,2.7428,11.3056,1.6017,1.8483,6.1959,33.305557,342.21722
1157,1.549,0.2498,17.0485,1.0425,4.7292,0.8185,134.2203,1171.4186
1158,3.9857,4.827,18.793,1.431,2.1101,15.0591,51.207844,514.45593
1159,3.1479,3.4427,10.5739,1.7908,4.7182,14.2965,121.95471,926.66943
1160,1.5963,2.436,6.1422,1.7806,0.5844,15.6459,33.023933,226.00746
1161,2.6725,1.8241,16.1932,1.1226,3.4936,12.3618,89.08687,788.00287
1162,3.787,1.962,8.525,0.1158,2.9337,13.7424,50.688602,404.1339
1163,4.817,4.4412,13.1235,1.6898,2.777,12.1208,65.0776,572.8118
1164,2.3724,2.755,4.7916,0.7804,2.4291,2.1528,31.191362,207.2179
1165,1.1663,0.7562,3.1792,0.7675,2.0286,4.8334,18.340027,85.54727
1166,0.7863,1.0775,9.7315,1.5232,3.7045,13.7564,91.229546,713.76855
1167,4.4287,2.5671,8.1533,1.2988,0.1151,4.222,28.425663,231.73608
1168,1.5221,3.8916,4.1379,0.1482,4.0823,19.9946,56.50184,270.61517
1169,4.9029,1.2301,3.4719,1.0347,0.6872,1.7499,51.197502,232.64098
1170,1.3797,1.7233,4.6926,0.8631,0.9878,7.6239,1.5778527,-6.3025613
1171,3.5572,1.5999,16.2488,1.9403,4.2422,2.8477,123.53258,1079.99
1172,0.7472,3.3673,4.2332,0.3571,1.476,11.7888,3.395485,13.470254
1173,4.8659,1.7457,18.9341,1.8623,4.9173,19.7142,127.80906,1038.106
1174,1.5685,4.3145,9.7726,1.4415,4.1713,1.1271,105.020035,837.3619
1175,2.1384,2.3664,6.391,0.204,0.1247,0.856,84.02829,508.62784
1176,2.8,1.9131,14.7373,1.2425,3.8313,3.5895,102.79137,907.26215
1177,2.8337,2.2789,7.9907,1.4814,3.17,3.4948,74.44732,592.5638
1178,4.7096,3.301,10.1605,1.0032,2.1614,8.8723,37.987602,357.43326
1179,4.045,2.0768,11.1099,0.4454,1.43,11.487,18.570738,224.00795
1180,3.8721,0.1531,7.6969,0.1629,0.3048,13.3074,31.377214,241.85399
1181,0.5326,1.2994,10.3479,0.6202,2.2785,16.991,40.5429,344.09576
1182,4.8284,0.9363,12.4757,0.9957,0.3855,19.0427,73.65161,589.2343
1183,4.3832,2.6705,8.6116,1.0192,2.8139,18.8216,46.63638,326.20462
1184,0.8669,0.2912,6.8338,1.4234,0.9106,4.8942,-0.47323394,-4.4573946
1185,3.031,4.5829,11.395,0.864,0.3269,10.5167,15.754576,169.93663
1186,4.4131,3.3037,2.0802,0.4651,1.0998,13.767,9.079367,-8.351023
1187,1.3059,1.4619,2.2795,0.1415,3.0983,14.0108,39.13389,180.20436
1188,3.2033,0.7866,4.157,0.7693,4.7001,5.0131,113.487045,786.176
1189,3.4449,4.3807,12.7161,1.099,3.7582,10.7617,93.01641,779.6853
1190,4.6161,4.7212,18.2398,0.7316,0.3124,17.0443,56.553368,543.967
1191,3.5536,4.7352,1.2478,0.6839,3.8116,6.8478,68.53302,396.9896
1192,1.7881,2.1098,17.2123,1.1658,1.6713,10.5851,36.088833,410.0456
1193,4.2725,3.4271,4.7313,0.4852,2.9043,3.9726,47.041794,332.1318
1194,4.0531,4.4842,10.8551,1.3542,0.3782,13.8086,32.640755,298.62378
1195,0.521,4.4489,12.8652,0.3221,4.1028,18.0931,86.47806,684.68976
1196,3.86,3.6498,6.5489,0.6806,0.1215,18.4025,49.07759,345.77493
1197,3.5807,1.6146,7.5473,1.4172,0.421,2.1908,20.488304,142.80965
1198,0.7799,4.2778,9.9836,0.5702,1.095,14.2013,20.887756,212.5889
1199,2.624,3.2631,14.5335,1.4054,1.0603,8.5101,16.751656,240.00342
1200,4.1109,3.3006,5.8371,0.5424,1.5996,2.9628,5.5983386,19.065342
1201,3.3436,2.8917,19.4737,0.7098,0.4868,3.8915,-2.197566,105.35368
1202,4.0894,3.5101,11.7808,1.6565,1.6724,4.2066,25.323895,282.61597
1203,0.9,1.0429,9.596,0.391,2.5619,9.7396,47.095474,418.61856
1204,0.5801,4.3212,3.8503,0.7274,0.3959,11.8295,22.797298,143.79424
1205,1.9517,1.6254,8.586,0.3939,4.268,7.9768,103.41913,803.6597
1206,4.8778,0.2316,9.5411,1.0515,0.9373,12.1854,17.74037,177.84886
1207,0.6838,4.7181,5.5076,0.7995,3.1561,5.1163,60.19914,450.48694
1208,4.698,0.1826,8.6681,1.5189,2.4818,4.5407,53.549362,457.9187
1209,4.8066,0.7797,1.7359,1.1811,3.9926,11.7275,81.13599,477.98578
1210,1.0481,3.3464,10.4855,1.4212,2.4999,6.6849,54.3272,490.36685
1211,0.8027,4.4909,2.9236,0.7091,1.3564,18.5629,12.241676,5.632857
1212,4.7803,4.5862,3.365,0.4173,2.9118,15.9225,30.718378,118.54964
1213,4.4796,2.0957,8.1755,1.3075,4.6904,18.9824,102.51834,712.86115
1214,1.7089,1.5822,4.6396,1.2923,1.0811,8.9569,0.35940862,-6.563569
1215,3.9334,2.8439,10.0531,0.687,2.8419,9.7409,58.68579,505.76764
1216,0.7629,2.4067,12.9665,0.6213,0.1946,3.7655,3.7405143,78.4967
1217,4.0629,4.1392,11.7082,1.8916,1.9871,14.106,41.00586,370.25122
1218,2.8472,4.3362,1.7816,0.6187,2.0216,1.0308,14.985809,3.9316473
1219,0.8831,0.9677,16.8022,0.4511,0.4212,11.2012,27.871464,301.03394
1220,4.2279,1.4103,10.7516,1.9993,3.3303,16.5946,77.06717,598.99786
1221,2.4147,1.8109,1.9176,0.7712,0.6618,3.0376,65.09699,306.32907
1222,4.5703,3.7927,16.978,0.7749,4.3528,12.3624,112.7993,963.9074
1223,3.7801,2.9882,1.5609,1.9294,1.4948,1.7883,14.777973,-8.703187
1224,3.5975,3.9991,17.3865,1.0547,2.1615,1.1245,35.256615,418.09424
1225,4.1861,2.77,11.483,1.7779,0.1454,7.84,9.32876,111.60939
1226,4.1711,0.947,13.6638,0.2554,3.4452,15.7606,74.41663,632.60004
1227,3.3771,1.676,2.3748,0.8525,0.5361,16.6632,26.536472,126.935394
1228,0.724,1.6512,4.2795,0.6595,1.9885,1.0914,13.177887,37.292046
1229,2.89,3.7129,11.6254,0.824,4.1414,16.4479,93.25888,729.27655
1230,3.3722,0.8708,17.101,1.8157,1.9882,16.4799,52.14126,503.94595
1231,4.533,0.6828,2.6938,1.6612,2.444,19.0072,24.916801,48.432674
1232,0.6249,2.192,2.182,0.888,1.601,13.6077,5.939163,-26.544004
1233,4.8815,4.4421,9.9283,1.3961,4.8377,5.4442,128.27861,999.72107
1234,1.5859,1.8964,17.1433,0.5219,2.2368,3.9773,39.439636,444.45563
1235,3.7957,1.2002,11.6867,1.841,2.4312,6.0403,57.6675,532.1319
1236,2.2688,3.049,3.4341,1.3194,0.4778,9.3092,21.624424,138.61317
1237,2.4256,4.5171,5.5376,0.3085,2.8598,2.8702,43.086807,314.29163
1238,4.0829,4.1318,10.003,1.5861,2.8955,7.4651,68.20098,580.4816
1239,4.0601,1.6986,15.7235,0.5382,0.8235,12.9864,27.988861,319.22345
1240,3.1473,4.3728,14.6029,0.3941,2.5915,1.5957,44.869347,468.99728
1241,0.9132,1.7862,8.3762,0.7804,3.6709,2.6249,85.41464,672.6789
1242,3.1531,1.5616,4.9536,0.3872,4.2461,6.5775,96.276764,685.24695
1243,4.2387,1.3674,14.8032,1.5441,0.8427,18.7301,56.76039,500.21198
1244,4.7282,1.3342,4.4116,0.1906,3.0016,4.9336,49.85842,349.2904
1245,2.9006,3.4786,9.2496,0.1679,4.5122,15.71,98.09632,731.11884
1246,3.7427,1.6589,14.1666,1.9127,0.4938,7.3847,7.721329,140.66362
1247,0.8108,1.4704,19.5099,0.5157,3.5144,3.8619,87.90665,846.8444
1248,3.8901,4.3655,16.5138,1.3746,2.4974,9.9169,57.672104,562.2651
1249,1.9639,0.5823,10.0352,1.1105,3.9316,19.5508,82.85991,607.72565
1250,4.331,1.4078,8.3133,1.213,4.3951,13.4338,108.7014,808.85516
1251,4.0103,3.3186,4.5458,1.4973,3.9145,9.3879,89.37344,618.7955
1252,2.1487,4.3686,13.2614,0.3052,4.9357,19.6398,108.91939,834.89667
1253,2.6578,0.9701,17.8335,1.0257,0.8274,9.7599,20.858696,290.1316
1254,3.3825,2.4254,1.2626,0.8888,2.6846,6.2572,38.826107,200.35326
1255,4.0533,3.9308,13.3959,1.343,0.6475,12.3417,24.17675,271.6568
1256,3.3446,4.4651,10.9019,0.5911,1.639,12.2645,23.165632,253.11711
1257,1.1082,4.8247,2.2081,1.477,4.4686,15.2017,82.42516,454.2697
1258,4.3313,2.6668,7.5853,0.1541,2.3666,8.7679,32.79803,283.57208
1259,1.0085,1.4848,18.9549,1.458,4.7234,10.3964,135.71193,1167.5757
1260,0.6648,4.0732,15.1004,1.3449,0.5013,9.9918,17.182568,231.41801
1261,3.8092,4.9869,12.9073,0.2547,1.3914,16.6284,31.172829,314.8338
1262,2.2883,2.5456,18.4947,0.127,2.6732,13.6216,58.380585,580.0792
1263,3.8875,2.6927,4.9362,0.6138,3.1019,16.1906,43.525146,252.93843
1264,4.702,0.8151,12.657,1.6399,2.1307,9.1602,46.744843,453.50354
1265,4.7733,3.4186,4.174,1.0861,3.7676,15.0047,67.618744,413.68353
1266,0.5656,2.7417,8.5014,0.882,2.7628,9.5324,56.300808,469.49768
1267,4.1635,4.1569,17.6948,0.3999,2.1354,10.2885,41.33526,450.082
1268,1.5265,3.786,16.2392,1.6556,1.5402,0.5424,14.012251,236.37863
1269,3.2249,1.3258,2.3216,0.6121,4.945,9.3884,110.56001,711.0444
1270,3.1496,4.7534,5.7154,1.5744,3.9206,10.9089,88.98263,632.0535
1271,4.3647,2.0092,4.4892,0.291,0.3875,7.1786,39.663128,278.23468
1272,1.6462,0.9128,8.5292,1.2265,1.0321,16.5336,35.116035,275.80722
1273,0.6303,0.565,1.2297,0.951,2.1191,9.4068,19.494429,55.573185
1274,4.5626,4.7725,6.802,0.1212,3.0125,0.9683,45.071182,342.82013
1275,1.5663,1.6619,16.0283,1.6095,1.8082,17.8336,48.634834,460.4644
1276,4.1596,4.1479,1.2634,1.6375,3.5409,0.7287,68.1387,392.59943
1277,3.8313,1.5033,9.1383,0.2642,1.8363,19.7113,34.33979,263.0676
1278,4.1712,1.2432,19.4459,1.7879,3.5713,14.5524,95.0713,847.6226
1279,3.7317,0.5042,19.7492,0.2892,1.4352,16.5593,44.849815,487.2862
1280,3.0349,2.6849,3.7615,0.8004,4.3208,18.6617,72.19093,391.0094
1281,2.4616,4.9826,2.2269,1.7567,4.3254,19.3168,68.26531,293.3092
1282,1.5488,3.3525,9.3268,0.5997,2.9886,18.9829,49.81303,362.70697
1283,2.5001,2.0908,6.9493,1.9698,4.3696,18.9936,93.48581,622.0562
1284,1.5573,4.8936,9.2586,0.8004,1.9779,19.9763,32.085175,238.04637
1285,3.1572,2.8991,17.4135,1.2212,1.4193,5.0547,19.255035,281.3655
1286,2.9933,3.2671,3.9737,1.3955,1.5283,15.8751,10.735058,29.41765
1287,4.6133,3.8451,3.3649,0.2452,0.4014,3.4625,66.24017,387.44336
1288,2.4018,2.3559,8.2148,1.3664,4.3314,13.0121,107.41518,800.2186
1289,3.5721,3.7598,5.0786,1.5651,1.7628,2.3773,15.149252,89.53511
1290,4.046,0.2133,16.7733,0.8398,3.6153,13.186,91.479675,810.7974
1291,3.5809,2.372,5.7538,0.5121,4.4586,1.253,101.41795,727.5706
1292,1.545,2.8682,1.9161,0.9443,3.6343,11.0529,65.405914,375.70346
1293,4.539,3.2903,3.1255,1.2083,2.4872,15.6109,25.595345,84.32936
1294,1.7946,2.076,2.3293,1.8195,2.3312,4.2597,38.704105,225.86253
1295,2.4309,2.6412,8.362,0.8667,3.2986,13.3444,69.12245,536.0996
1296,1.5777,2.6674,6.4095,0.1113,4.2389,15.9317,81.61723,562.02264
1297,0.9732,1.7167,13.7542,0.9501,2.5841,18.0591,54.428307,472.50848
1298,2.3188,1.9581,10.9331,1.0026,1.8498,8.688,28.865553,299.60666
1299,2.9596,0.1874,2.7445,1.8909,4.5648,5.5883,117.262024,784.6983
1300,2.1131,4.1473,19.562,0.1184,3.5079,11.515,82.92093,774.83075
1301,2.1356,0.2108,5.0816,0.3691,2.8354,1.8831,45.644363,313.70163
1302,2.1957,0.1635,3.1368,1.0759,1.7457,5.0701,11.184059,28.277868
1303,2.6818,0.7525,17.9996,0.4035,4.922,4.5787,136.04796,1184.6711
1304,4.4353,1.0227,4.0765,1.9888,0.3889,0.6603,86.67969,412.97498
1305,4.9994,1.5004,16.0631,0.4429,3.0229,18.7531,64.76007,568.0648
1306,3.0187,0.7758,4.9468,1.1634,4.0826,1.6738,97.49045,686.8509
1307,2.0518,3.048,2.2596,1.5639,2.0554,6.5702,25.848845,135.51059
1308,3.4535,1.2782,12.9912,0.5155,4.7618,13.3862,121.71318,977.5301
1309,3.4483,0.7939,5.2745,0.5922,1.2492,15.175,15.877373,94.44177
1310,2.585,3.1288,6.5322,0.1694,3.284,3.7734,61.0532,471.02887
1311,0.8524,0.2013,10.9643,0.995,0.6255,11.315,19.585714,190.83702
1312,4.2121,1.5877,2.3609,0.9395,0.4312,3.9044,86.42704,451.80954
1313,1.8523,1.2093,9.7914,1.4663,0.6279,8.548,3.8041835,67.03263
1314,3.639,0.3366,6.0914,1.7437,3.8599,10.7342,97.17662,704.68524
1315,0.7457,3.9624,3.7402,1.2292,3.8042,11.7851,75.995186,493.11072
1316,2.6189,1.6842,9.4552,1.8292,1.0218,16.9417,38.30533,309.04657
1317,4.1279,4.5735,18.4728,0.394,0.5698,18.8638,59.092094,562.16766
1318,4.8402,4.5773,15.6647,0.2985,3.5628,16.1617,76.79396,663.0872
1319,4.8079,1.6858,6.7496,1.5348,2.2696,15.1321,36.179344,259.92365
1320,3.7163,4.9665,15.4175,0.8893,3.9068,19.1178,85.590485,695.9117
1321,2.7363,2.6256,4.8407,0.5751,1.7046,16.2994,13.25605,63.384388
1322,1.5184,1.257,12.4766,1.7643,0.7787,16.4802,45.580116,403.747
1323,3.5902,0.5408,2.4511,0.736,4.4192,5.7394,100.052704,658.1341
1324,2.0251,4.6695,15.4027,0.4083,4.4758,2.5435,113.54405,991.7764
1325,4.0717,1.1671,10.5702,1.1392,4.5152,9.4022,120.16202,948.4157
1326,1.3069,3.0638,5.2765,0.8315,3.0213,5.1932,58.04329,433.54514
1327,2.8236,2.3473,1.0086,1.0188,2.6153,5.1665,37.26578,182.42813
1328,4.0545,1.2235,3.6995,0.8818,3.9644,6.2618,89.173996,611.912
1329,4.0942,2.8572,6.9605,1.4554,1.5818,14.8855,22.101149,175.05614
1330,4.0374,1.825,5.5811,1.7614,1.7533,1.3136,15.27519,82.07845
1331,2.9774,0.9637,10.8903,1.7387,0.2576,8.7674,12.518221,131.96776
1332,2.4485,4.2222,18.144,0.3144,3.5608,9.1574,85.591576,793.17
1333,3.2009,0.5022,6.9303,1.481,4.5629,6.5489,121.974014,904.7207
1334,0.9605,2.538,15.3023,0.6431,2.6974,15.9473,57.90251,528.98895
1335,2.6921,3.553,13.059,1.5266,2.146,2.7594,40.699875,420.32526
1336,4.5562,1.9229,5.2907,0.9463,2.9633,18.599,39.881413,200.43684
1337,2.4863,4.2033,3.3361,1.2993,4.174,5.7277,92.47738,624.26874
1338,1.3754,3.5358,7.0225,1.9247,1.5791,14.3532,23.559328,189.34642
1339,2.8325,1.1145,2.4356,1.0707,4.7927,9.5928,110.46561,713.229
1340,4.5974,4.4954,15.0751,0.9726,3.1321,5.5964,73.918594,690.24835
1341,0.5863,2.9268,15.8122,1.5247,1.1463,3.3749,8.853855,177.95145
1342,0.7137,0.8126,11.9611,0.8157,2.7824,19.5561,54.74951,442.30484
1343,4.3881,2.461,15.7955,1.8047,2.5613,6.6203,63.584766,616.9775
1344,3.9633,2.9558,13.4067,1.0132,1.5823,9.3327,25.38224,293.73715
1345,1.681,4.8104,8.8682,0.8799,0.9975,16.206,25.697933,217.86885
1346,3.4063,0.3711,15.9955,1.5942,1.5853,11.316,36.565147,403.72357
1347,1.5775,4.651,18.1335,0.9193,3.4622,8.0801,86.695175,808.1996
1348,4.1314,1.2707,15.2028,1.1844,0.4932,10.6437,22.88504,258.49686
1349,2.5244,4.2374,15.303,1.3319,3.2423,11.0312,81.09987,720.09863
1350,3.0204,2.629,5.1871,1.4443,4.6451,16.3505,100.18967,656.4711
1351,4.0977,1.4091,14.0416,1.4748,1.1937,0.6718,-0.013887584,74.917496
1352,3.6312,3.5545,4.655,0.3659,3.7644,2.8784,74.279724,521.2426
1353,1.0384,2.4282,1.1379,0.5475,2.6835,9.9514,32.30626,131.85384
1354,4.4304,2.9853,7.1041,1.2687,2.9986,15.101,54.361877,392.39056
1355,4.3203,3.2584,15.3644,0.8509,4.3982,1.2947,116.02103,1012.419
1356,4.6395,2.5104,18.3761,1.5638,4.8538,8.7624,138.93823,1189.7468
1357,1.1784,1.8045,16.5302,0.734,1.965,2.6366,29.106625,357.2558
1358,2.2051,1.0944,17.3267,0.1735,4.8168,13.4033,125.55476,1062.2183
1359,3.6745,3.3065,2.8301,0.6389,3.6406,19.7565,45.224876,157.38335
1360,3.4453,3.7994,13.2811,1.3231,4.0538,9.488,106.82747,891.07434
1361,3.3616,2.0907,11.0324,1.178,1.0642,7.0733,6.074307,117.87508
1362,4.7492,4.5791,10.9783,1.7371,0.3148,11.4691,22.70514,226.24187
1363,1.0435,1.0108,11.3347,0.7132,3.908,2.1113,97.87262,814.393
1364,3.4372,0.9253,4.302,0.9378,0.2931,10.2993,32.90068,230.0435
1365,3.0555,4.5075,14.7619,0.8926,4.4747,5.1207,117.69374,1006.70685
1366,2.8762,2.0496,12.8043,0.287,1.7213,13.8968,31.510313,332.75977
1367,1.5739,0.798,10.8865,1.2762,3.828,8.1484,100.73273,825.53253
1368,3.3483,0.2545,7.4447,0.6806,0.3922,4.3718,25.224613,193.66838
1369,2.5432,1.1712,2.9086,1.9844,0.5047,18.623,34.301937,178.26595
1370,3.716,3.203,5.0925,1.3668,2.9703,17.9804,41.175205,210.41518
1371,1.1195,3.4416,10.9371,1.8226,2.7644,10.9127,66.09012,565.11066
1372,4.929,4.5016,1.9041,1.026,4.9931,15.3681,93.610634,519.2328
1373,3.3255,1.0034,17.7676,0.3669,4.3571,2.6569,115.29152,1037.0916
1374,1.7775,4.8233,17.7666,0.3766,1.6329,10.1673,29.094303,368.22723
1375,3.7186,0.1852,11.5627,1.8242,2.5481,9.4898,62.915737,560.3647
1376,4.1406,2.9913,1.6375,1.0055,4.986,5.6529,112.22637,715.37494
1377,2.9532,4.6366,10.091,0.1994,4.3952,10.9702,101.83452,799.4699
1378,2.524,2.0361,10.8134,1.4043,4.7293,9.731,127.91552,1004.55133
1379,2.4093,1.3304,4.7645,1.6301,2.7825,19.1446,38.79325,172.61296
1380,4.2003,2.842,14.489,1.6149,1.5514,18.6183,43.78309,407.49146
1381,4.9416,3.2795,14.1362,0.1042,0.3271,10.5744,18.424335,203.5548
1382,0.5328,4.5497,14.7101,0.8307,0.6893,1.8058,-6.7041583,31.73511
1383,3.5136,1.0608,14.2835,1.6083,1.5486,11.7935,34.27355,369.6324
1384,3.3499,3.8115,5.7903,1.9196,1.2879,10.2546,10.607664,97.11278
1385,3.1025,3.6458,10.5507,1.5496,4.6866,6.2505,126.75767,1000.035
1386,4.4374,1.0345,8.6192,1.7692,3.6313,4.6085,96.39848,761.4954
1387,3.9153,3.5492,10.6889,1.6872,0.7545,1.416,-3.8016577,8.252011
1388,2.5841,0.534,19.5808,0.5727,1.3014,19.9909,56.55329,552.17694
1389,3.7926,0.8793,18.1328,1.6799,3.4943,18.7557,85.6629,732.3779
1390,0.534,3.1666,17.8562,0.5831,0.229,10.3616,25.877748,294.5711
1391,1.3622,2.3487,12.9026,1.0716,4.66,4.9489,127.10511,1045.3693
1392,1.3556,2.7572,2.1834,1.8175,0.7905,15.8085,15.330189,39.66215
1393,1.1685,2.0342,12.2026,0.8316,0.699,17.6603,51.17478,432.92657
1394,4.1918,1.6369,7.1242,0.149,1.0704,2.3009,2.0073464,-1.5021993
1395,4.5304,2.5099,17.9231,0.8088,4.2009,9.1481,112.44821,991.08887
1396,4.3055,1.6175,18.6549,1.8888,0.156,1.0315,-4.293533,54.851215
1397,2.6406,0.7242,8.2317,1.0369,3.1933,9.638,73.72647,590.2093
1398,0.8833,4.3319,3.9072,1.5699,3.6973,1.9694,79.479836,542.3494
1399,4.9312,1.3075,6.4438,0.7707,2.0885,5.2543,25.503391,211.62
1400,1.7308,3.5758,9.3498,0.7003,2.0459,4.4093,25.943886,262.02805
1401,1.252,0.2854,4.9199,0.4418,0.2044,15.4642,38.163612,258.80167
1402,1.1499,4.3598,17.9688,0.424,4.5787,2.7172,119.57837,1072.3535
1403,4.5775,4.5725,18.5832,0.7885,4.8522,17.6901,119.939514,993.6657
1404,1.3266,1.6296,11.2481,1.3107,4.9906,5.3883,138.806,1097.9028
1405,2.7569,2.2628,9.9635,1.7086,3.5327,12.9383,87.26389,692.83356
1406,0.7908,2.6245,16.5537,0.8583,4.0363,3.8897,106.91667,959.7399
1407,2.5376,3.3832,10.1574,1.5648,0.481,18.9875,61.74878,469.1292
1408,3.8768,2.5326,18.8477,0.9506,1.6768,5.4168,26.937151,354.84503
1409,1.3347,4.5371,19.0841,0.8006,1.5593,14.2371,40.064445,455.1045
1410,4.3116,1.7925,14.1103,1.0154,0.8208,7.2603,6.697594,144.47238
1411,2.018,2.9537,4.108,0.3238,0.5616,13.6711,20.8389,125.11447
1412,3.4502,3.2455,7.2879,0.7741,0.1786,9.5291,21.105839,172.24362
1413,1.5068,4.3158,12.9337,1.2678,3.2568,4.447,79.461205,710.49347
1414,3.7241,1.8522,19.5395,0.3288,3.285,3.1115,76.55978,759.086
1415,2.5805,2.5464,6.0469,1.1325,0.7363,9.4117,3.534109,26.083555
1416,3.4495,4.2898,15.1496,1.0533,4.5977,7.4521,123.117676,1040.4379
1417,3.5374,1.9229,6.6111,0.5842,0.4131,8.286,18.367327,141.50261
1418,0.5783,1.739,7.4441,1.514,0.4818,17.5913,50.65985,359.68256
1419,2.9361,3.9552,18.4164,0.952,0.1291,5.1091,1.7012798,112.2379
1420,1.204,0.849,1.3378,1.6128,2.1714,14.5196,19.75057,19.803019
1421,4.4276,2.3049,3.8588,0.4036,0.1256,0.8191,129.32603,694.68805
1422,4.3522,0.7461,0.8651,1.9178,4.448,14.5027,92.25284,496.5514
1423,1.5846,4.6484,7.2659,1.8728,1.2393,2.9433,5.2644763,51.99867
1424,0.8108,3.8158,0.631,0.6007,4.3667,3.2817,86.84338,514.759
1425,3.4996,3.429,5.7204,1.6934,3.48,15.9099,65.558266,431.95074
1426,3.4365,0.3975,13.0598,1.1296,2.4569,2.0146,48.983894,477.6935
1427,0.5676,1.2428,10.5961,0.8343,0.2566,14.3948,45.69426,375.63257
1428,2.159,1.0156,18.2997,1.3489,2.8644,4.6133,71.938995,710.905
1429,2.4833,1.0554,17.4969,0.288,1.2085,0.8206,-2.0275927,90.914154
1430,2.5519,1.8005,2.0103,1.6337,1.1888,1.3579,22.945892,25.296276
1431,1.3827,3.4827,7.391,0.9577,0.6475,5.5555,1.5351349,19.134722
1432,1.4696,1.8446,12.1556,0.7035,0.8976,0.9281,-5.6683574,0.18725526
1433,2.8486,3.7244,5.7182,1.8004,4.906,11.5625,121.92466,849.9363
1434,3.4116,0.5324,8.0508,0.9983,4.4887,2.5251,116.55467,883.52594
1435,4.7752,0.7686,2.9069,0.3265,2.3576,2.1434,22.177198,86.215195
1436,2.2296,1.941,7.4799,0.4986,1.302,7.5132,0.32894325,33.41263
1437,0.7422,4.0289,15.654,1.6853,0.1324,16.0059,59.964367,539.914
1438,4.8916,1.0327,9.2359,1.3494,1.1011,16.0324,32.113594,269.2021
1439,3.3243,4.8356,5.4481,1.1057,3.5965,9.8899,75.08117,535.6519
1440,3.1452,3.2716,9.7915,1.5877,0.9381,15.6277,30.663399,269.18262
1441,3.1338,3.5079,17.8741,1.6733,4.5682,11.3333,128.19466,1091.2994
1442,1.5288,1.554,5.9495,1.5079,4.7005,19.0549,98.72865,637.2831
1443,4.7482,4.7647,7.2198,1.2132,3.6475,9.4866,82.22504,620.7722
1444,4.4265,3.6589,2.5099,1.8006,4.6605,2.6879,109.62213,718.9649
1445,1.3908,4.4121,3.0428,1.9104,0.4307,14.6457,20.957933,109.30243
1446,4.0012,0.355,10.1642,1.6972,0.5826,16.2251,50.664413,407.0323
1447,4.1591,3.5171,3.4675,1.6465,3.8307,1.4689,84.05248,560.0697
1448,4.0081,4.5184,5.8766,0.3888,1.3902,5.6632,0.76572394,5.1137447
1449,4.4617,4.574,13.6027,0.5207,4.3775,6.1305,110.464264,933.34247
1450,3.1036,4.0095,5.327,1.7185,3.5214,12.9717,73.82754,508.24475
1451,3.1037,0.6901,19.8286,0.9319,1.4253,13.8127,40.666878,468.753
